time, angle
11308, 31
11314, 31
11318, 26
11321, 26
11327, 22
11329, 22
11335, 20
11338, 18
11344, 16
11348, 14
11350, 14
11357, 10
11359, 10
11366, 8
11372, 6
11376, 4
11383, 2
11389, 0
11391, 0
11395, 0
11398, -4
11436, -15
11439, -15
11444, -18
11446, -18
11448, -18
11455, -19
11459, -21
11466, -23
11468, -23
11470, -23
11475, -25
11480, -26
11490, -28
11492, -28
11495, -29
11502, -30
11507, -30
11515, -32
11517, -32
11520, -32
11524, -33
11526, -33
11532, -34
11541, -35
11546, -35
11548, -36
11550, -36
11556, -36
11561, -36
11569, -37
11571, -37
11577, -37
11585, -37
11595, -37
11598, -37
11604, -37
11610, -37
11617, -36
11619, -36
11627, -35
11628, -35
11630, -35
11636, -35
11638, -34
11649, -33
11651, -32
11656, -32
11659, -31
11664, -30
11667, -30
11670, -30
11676, -30
11685, -28
11687, -27
11691, -27
11699, -25
11706, -24
11708, -22
11710, -22
11716, -20
11722, -18
11726, -18
11729, -17
11732, -17
11738, -14
11745, -14
11749, -12
11757, -9
11759, -9
11765, -6
11768, -6
11770, -6
11776, -3
11782, 0
11786, 1
11815, 12
11823, 14
11826, 16
11829, 18
11831, 18
11838, 20
11840, 22
11848, 24
11850, 26
11855, 28
11857, 28
11860, 31
11869, 35
11871, 35
11875, 36
11879, 38
11887, 43
11889, 43
11893, 45
11897, 47
11903, 49
11907, 51
11913, 53
11918, 56
11925, 60
11932, 61
11936, 64
11941, 66
11945, 68
11949, 70
11957, 73
11958, 73
11966, 77
11968, 79
11971, 79
11975, 81
11982, 84
11991, 88
11995, 89
11998, 91
12004, 93
12011, 96
12021, 100
12025, 102
12028, 103
12030, 103
12036, 107
12038, 107
12044, 109
12046, 109
12057, 114
12060, 115
12065, 117
12067, 117
12074, 120
12082, 123
12086, 124
12096, 127
12099, 128
12103, 128
12109, 131
12111, 132
12117, 133
12121, 135
12123, 135
12130, 137
12135, 138
12137, 139
12143, 140
12155, 143
12161, 143
12165, 144
12173, 146
12176, 147
12178, 147
12186, 148
12193, 150
12196, 150
12202, 151
12206, 151
12209, 152
12212, 152
12222, 153
12229, 153
12236, 154
12239, 154
12242, 154
12246, 155
12251, 155
12255, 155
12258, 155
12266, 155
12268, 155
12276, 155
12284, 155
12287, 155
12290, 155
12302, 154
12308, 154
12310, 154
12318, 154
12321, 153
12327, 152
12331, 152
12337, 151
12340, 151
12346, 149
12350, 149
12356, 148
12362, 146
12365, 146
12369, 146
12372, 145
12378, 144
12396, 139
12399, 139
12408, 137
12414, 135
12418, 134
12422, 132
12429, 131
12436, 128
12438, 128
12441, 127
12446, 126
12450, 124
12454, 123
12463, 120
12467, 119
12469, 118
12471, 118
12476, 116
12485, 113
12495, 109
12498, 107
12502, 107
12507, 104
12510, 104
12527, 98
12529, 96
12537, 93
12540, 91
12542, 91
12547, 89
12556, 86
12559, 84
12566, 80
12575, 77
12578, 75
12580, 75
12585, 73
12587, 72
12595, 68
12598, 68
12606, 64
12608, 62
12614, 60
12623, 57
12626, 57
12630, 54
12642, 48
12649, 46
12652, 44
12657, 42
12659, 42
12665, 40
12667, 38
12675, 34
12677, 34
12683, 32
12686, 30
12692, 28
12697, 26
12700, 24
12705, 21
12707, 21
12717, 18
12720, 16
12724, 16
12728, 14
12734, 12
12739, 10
12741, 8
12746, 8
12752, 6
12759, 4
12768, 0
12777, -3
12806, -11
12809, -11
12811, -11
12817, -14
12820, -16
12824, -16
12827, -18
12831, -18
12833, -19
12837, -19
12840, -21
12849, -23
12852, -23
12856, -24
12865, -26
12875, -28
12877, -28
12885, -29
12889, -30
12891, -30
12894, -30
12897, -31
12905, -32
12914, -33
12919, -33
12921, -34
12926, -34
12928, -34
12935, -35
12941, -35
12955, -35
12957, -35
12961, -36
12967, -36
12971, -36
12978, -35
12981, -35
12986, -35
12988, -35
12999, -34
13004, -34
13007, -33
13011, -33
13014, -32
13023, -31
13028, -31
13034, -30
13037, -30
13049, -27
13051, -27
13056, -26
13058, -26
13066, -25
13071, -23
13075, -23
13078, -22
13085, -20
13094, -19
13100, -16
13104, -16
13111, -15
13120, -12
13125, -9
13130, -9
13135, -7
13138, -7
13140, -7
13147, -3
13150, -1
13157, 1
13191, 13
13194, 15
13197, 15
13198, 15
13202, 17
13204, 17
13207, 19
13210, 21
13212, 21
13214, 23
13220, 25
13227, 27
13230, 29
13235, 31
13237, 31
13247, 35
13249, 37
13255, 39
13261, 41
13265, 43
13271, 45
13274, 47
13280, 49
13291, 54
13298, 58
13301, 60
13306, 62
13308, 62
13310, 64
13317, 65
13325, 69
13329, 71
13332, 73
13336, 75
13339, 76
13341, 76
13348, 80
13358, 84
13364, 87
13367, 87
13370, 88
13374, 90
13379, 92
13382, 94
13391, 97
13395, 98
13398, 100
13410, 105
13412, 105
13417, 107
13419, 108
13427, 111
13431, 113
13435, 114
13442, 116
13450, 118
13460, 122
13464, 124
13470, 125
13472, 125
13477, 128
13482, 129
13487, 130
13490, 131
13495, 132
13501, 134
13506, 135
13512, 136
13516, 138
13533, 141
13538, 142
13542, 143
13547, 144
13550, 145
13560, 146
13569, 148
13574, 148
13577, 149
13579, 149
13591, 150
13599, 151
13602, 151
13607, 152
13612, 152
13617, 152
13627, 153
13636, 153
13638, 153
13640, 153
13661, 153
13664, 153
13671, 153
13676, 153
13685, 152
13687, 152
13691, 152
13695, 151
13702, 151
13711, 150
13715, 149
13722, 149
13728, 147
13741, 145
13752, 143
13756, 142
13762, 140
13767, 139
13769, 139
13776, 137
13783, 135
13795, 132
13797, 132
13804, 129
13811, 128
13817, 125
13821, 124
13825, 123
13831, 122
13836, 121
13840, 119
13845, 117
13852, 115
13855, 113
13862, 111
13868, 109
13875, 106
13878, 106
13882, 105
13885, 103
13890, 102
13892, 100
13898, 98
13906, 95
13908, 93
13914, 93
13927, 87
13930, 85
13934, 84
13944, 80
13951, 76
13959, 73
13984, 64
13996, 58
14001, 56
14008, 52
14011, 52
14015, 50
14019, 48
14023, 46
14028, 44
14036, 42
14038, 40
14045, 36
14051, 34
14056, 33
14060, 31
14064, 31
14068, 28
14072, 27
14080, 23
14082, 23
14087, 21
14091, 18
14099, 17
14102, 15
14106, 13
14109, 13
14116, 9
14126, 7
14131, 5
14133, 5
14142, 1
14151, -1
14191, -14
